site_info_id,ID,profile,X_coord,Y_coord,land_cover_id,climate_id,geology_id,topo_feature_id,sampling_date,districts_id,district
164,3148,110_66,17.7112132773,-14.13504714967,,,,,,,
167,1226,110C_62,15.36419391632,-10.03501796722,,,,,,,Cuanza Sul
169,1679,110C_64,23.06530380249,-11.35191822052,,,,,,,Moxico
171,2472,111_55,14.92361831665,-13.59228420258,,,,,,,Huila
173,2404,111_57,14.65137195587,-13.34631061554,,,,,,,Benguela
175,2527,111_62,16.85323524475,-13.90917015076,,,,,,,Bie
178,3149,111_66,17.72310183847,-14.05943590062,,,,,,,
180,684,111_70,15.64672470093,-8.84937477112,,,,,,,Cuanza Norte
184,1125,111C_65,20.93899726868,-9.71783256531,,,,,,,Lunda Sul
186,2059,112_56,16.21013641357,-12.35935211182,,,,,,,Huambo
187,2402,112_57,14.66169834137,-13.32557678223,,,,,,,Benguela
190,3150,112_66,17.70360459815,-14.05230276392,,,,,,,
191,662,112_70,15.67440605164,-8.76418113708,,,,,,,Cuanza Norte
196,2054,113_56,16.18424987793,-12.35563468933,,,,,,,Huambo
200,2492,113_62,17.01368904114,-13.73783493042,,,,,,,Bie
202,457,113_65,21.68314361572,-7.53774738312,,,,,,,Lunda Norte
203,3151,113_66,17.72500400826,-13.99095778827,,,,,,,
205,1167,113_68,14.23387145996,-9.84122371674,,,,,,,Bengo
209,1589,113C_64,23.19818115234,-11.14484405518,,,,,,,Moxico
216,3152,114_66,17.78206910188,-13.86969446433,,,,,,,
218,1266,114C_62,15.2570848465,-10.12471866608,,,,,,,Cuanza Sul
225,2524,115_62,16.93608856201,-13.8980255127,,,,,,,Bie
227,3153,115_66,17.85054721423,-13.7617463289,,,,,,,
228,1184,115_68,14.30415821075,-9.89692211151,,,,,,,Bengo
229,2408,115_69,14.08985328674,-13.35830497742,,,,,,,Benguela
231,1262,115C_62,15.31421375275,-10.1069393158,,,,,,,Cuanza Sul
240,3154,116_66,17.8695689121,-13.71086328709,,,,,,,
245,2358,117_57,14.44344043732,-13.20825386047,,,,,,,Benguela
249,3155,117_66,17.87955530348,-13.65237156612,,,,,,,
250,1181,117_68,14.04947185516,-9.89020729065,,,,,,,Bengo
251,2103,117_69,14.14653491974,-12.47768974304,,,,,,,Benguela
252,647,117_70,15.38512516022,-8.70876502991,,,,,,,Cuanza Norte
253,2365,117A_57,14.45776176453,-13.2193365097,,,,,,,Benguela
254,143,117C_60,14.69174575806,-5.99793195724,,,,,,,Uige e Zaire
256,1110,117C_65,20.63010215759,-9.69179916382,,,,,,,Lunda Sul
257,2794,118_54,14.06086158752,-15.44055843353,,,,,,,Huila
264,1873,118_64,22.86823654175,-11.88893222809,,,,,,,Moxico
265,3162,118_66,18.68295615149,-14.56437949347,,,,,,,
266,1198,118_68,14.04669952393,-9.93547821045,,,,,,,Bengo
267,135,118C_60,14.72043895721,-5.96897792816,,,,,,,Uige e Zaire
273,2526,119_62,17.18074035645,-13.90435600281,,,,,,,Bie
